"SNPID","Position","Disease/Trait name","P value","PMID","Chr"
"rs9277412","33051689","Obesity (body mass index (BMI))","6.00e-4","21935397","6"
"rs9277421","33051820","Obesity (body mass index (BMI))","5.61e-4","21935397","6"
"rs9277424","33051865","Obesity (body mass index (BMI))","5.61e-4","21935397","6"
"rs9277426","33051910","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277431","33052028","Obesity (body mass index (BMI))","5.61e-4","21935397","6"
"rs9277432","33052072","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277434","33052186","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277437","33052250","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277450","33052695","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277458","33053167","Obesity (body mass index (BMI))","5.61e-4","21935397","6"
"rs9277460","33053252","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277463","33053307","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277468","33053455","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277469","33053468","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277470","33053477","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277477","33053772","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277479","33053789","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277492","33053982","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277497","33054091","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277515","33054268","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277518","33054302","Obesity (body mass index (BMI))","5.61e-4","21935397","6"
"rs9277533","33054721","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277534","33054807","Obesity (body mass index (BMI))","5.62e-4","21935397","6"
"rs9277538","33055047","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277540","33055123","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277541","33055158","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277542","33055247","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277545","33055323","Obesity (body mass index (BMI))","7.63e-4","21935397","6"
"rs9277546","33055346","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277547","33055367","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277548","33055390","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277553","33055516","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277554","33055538","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9277555","33055605","Obesity (body mass index (BMI))","6.44e-4","21935397","6"
"rs9277566","33056916","Obesity (body mass index (BMI))","8.87e-4","21935397","6"
"rs927907","91389738","Obesity (body mass index (BMI))","6.88e-4","21935397","10"
"rs9284879","44284584","Obesity (body mass index (BMI))","8.41e-4","21935397","3"
"rs9287592","236386482","Obesity with early age of onset (age >2)","8.15e-4","22484627","2"
"rs9288604","157431755","Obesity with early age of onset (age >2)","4.74e-4","22484627","2"
"rs9289146","120236329","Obesity-related traits","7.00e-6","23251661","3"
"rs929","33054619","Obesity (body mass index (BMI))","5.63e-4","21935397","6"
"rs9290679","179018279","Obesity with early age of onset (age >2)","9.74e-4","22484627","3"
"rs9291610","13374462","Obesity (body mass index (BMI))","1.65e-4","21935397","4"
"rs9291937","68244133","Obesity with early age of onset (age >2)","3.40e-4","22484627","5"
"rs9295157","162007822","Obesity (body mass index (BMI))","2.35e-4","21935397","6"
"rs9295158","162039898","Obesity (body mass index (BMI))","4.76e-4","21935397","6"
"rs9296295","39361854","Obesity-related traits","6.00e-6","23251661","6"
"rs9296335","40440500","Obesity-related traits","3.00e-6","23251661","6"
"rs9296335","40440500","Obesity-related traits","8.00e-6","23251661","6"
"rs9296653","51302901","Obesity with early age of onset (age >2)","3.81e-4","22484627","6"
"rs929734","54338295","Obesity with early age of onset (age >2)","5.15e-4","22484627","2"
"rs9298266","77068493","Obesity (body mass index (BMI))","8.47e-4","21935397","8"
"rs9298268","77113611","Obesity (body mass index (BMI))","8.37e-4","21935397","8"
"rs9298269","77117490","Obesity (body mass index (BMI))","6.18e-4","21935397","8"
"rs9298270","77142993","Obesity (body mass index (BMI))","6.10e-4","21935397","8"
"rs9299","46669430","Obesity with early age of onset","3.54e-9","22484627","17"
"rs9299","46669430","Obesity","4.00e-9","22484627","17"
"rs9299","46669430","Obesity with early age of onset (age >2)","1.94e-7","22484627","17"
"rs930096","9522470","Obesity (body mass index (BMI))","4.32e-4","21935397","16"
"rs9301901","94382550","Obesity (body mass index (BMI))","1.41e-4","21935397","13"
"rs9302331","95268020","Obesity (body mass index (BMI))","7.87e-5","21935397","15"
"rs9302652","53865975","Obesity class","9.59e-10","23563607","16"
"rs9302652","53865975","Obesity","1.16e-9","23563607","16"
"rs9302652","53865975","Obesity","3.89e-9","23563607","16"
"rs9303295","38891163","Obesity (body mass index (BMI))","2.48e-4","21935397","17"
"rs9304173","35061197","Obesity (body mass index (BMI))","6.18e-4","21935397","18"
"rs9304270","39937509","Obesity-related traits","2.00e-6","23251661","18"
"rs9304552","27773905","Obesity (body mass index (BMI))","2.55e-4","21935397","18"
"rs930456","13121093","Obesity with early age of onset (age >2)","6.44e-4","22484627","11"
"rs9304822","30952094","Obesity (body mass index (BMI))","2.57e-5","21935397","19"
"rs930716","85532241","Obesity with early age of onset (age >2)","4.65e-4","22484627","15"
"rs9307381","113311353","Obesity with early age of onset (age >2)","2.45e-5","22484627","4"
"rs930811","2696555","Obesity-related traits","1.00e-6","23251661","9"
"rs9309308","24994570","Obesity with early age of onset (age >2)","1.30e-5","22484627","2"
"rs9309428","69693006","Obesity with early age of onset (age >2)","5.26e-4","22484627","2"
"rs9309628","86172328","Obesity (body mass index (BMI))","5.57e-4","21935397","2"
"rs9311352","44293839","Obesity (body mass index (BMI))","8.22e-4","21935397","3"
"rs9311802","61272254","Obesity with early age of onset (age >2)","8.86e-5","22484627","3"
"rs9311870","63278311","Obesity (body mass index (BMI))","4.38e-4","21935397","3"
"rs9312517","168139380","Obesity-related traits","8.00e-7","23251661","4"
"rs9312517","168139380","Obesity-related traits","3.00e-6","23251661","4"
"rs931360","68452873","Obesity (body mass index (BMI))","5.65e-4","21935397","4"
"rs9314055","164588083","Obesity (body mass index (BMI))","5.53e-4","21935397","5"
"rs9317115","60927896","Obesity (body mass index (BMI))","5.07e-4","21935397","13"
"rs9318382","76481000","Obesity with early age of onset (age >2)","7.73e-4","22484627","13"
"rs9318604","79575482","Obesity with early age of onset (age >2)","2.32e-5","22484627","13"
"rs9319064","85251712","Obesity-related traits","3.00e-6","23251661","13"
"rs9319153","85927619","Obesity with early age of onset (age >2)","1.84e-4","22484627","13"
"rs9319154","85945902","Obesity with early age of onset (age >2)","7.01e-4","22484627","13"
"rs9319165","86071813","Obesity with early age of onset (age >2)","5.72e-4","22484627","13"
"rs9319361","27924884","Obesity with early age of onset (age >2)","1.62e-4","22484627","13"
"rs9319401","28481266","Obesity with early age of onset (age >2)","5.85e-4","22484627","13"
"rs9320373","111965272","Obesity (body mass index (BMI))","8.72e-4","21935397","6"
"rs932116","180555019","Obesity (body mass index (BMI))","7.38e-4","21935397","2"
"rs9322751","104015759","Obesity with early age of onset (age >2)","7.40e-4","22484627","6"
"rs9322757","104098448","Obesity with early age of onset (age >2)","3.97e-4","22484627","6"
"rs9322764","104140136","Obesity with early age of onset (age >2)","3.41e-4","22484627","6"
"rs9324162","77954804","Obesity (body mass index (BMI))","1.46e-4","21935397","1"
"rs9324984","144928580","Obesity with early age of onset (age >2)","5.53e-4","22484627","5"
"rs9327293","122699425","Obesity with early age of onset (age >2)","1.14e-4","22484627","5"
"rs9327294","122716819","Obesity with early age of onset (age >2)","3.93e-4","22484627","5"
"rs9327818","137999050","Obesity with early age of onset (age >2)","6.71e-4","22484627","5"
"rs9328321","5600438","Obesity (early onset extreme)","5.00e-7","23563609","6"
"rs9328321","5600438","Extreme obesity with early age of onset","5.46e-7","23563609","6"
"rs9332432","9939485","Obesity with early age of onset (age >2)","4.36e-4","22484627","11"
"rs934110","122696743","Obesity with early age of onset (age >2)","1.14e-4","22484627","5"
"rs9344001","81136301","Obesity (body mass index (BMI))","8.20e-4","21935397","6"
"rs934515","79482643","Obesity with early age of onset (age >2)","5.59e-5","22484627","2"
"rs9345658","66333394","Obesity with early age of onset (age >2)","8.44e-4","22484627","6"
"rs934778","25389224","Obesity (body mass index (BMI))","9.05e-4","21935397","2"
"rs9351514","66313807","Obesity with early age of onset (age >2)","8.08e-4","22484627","6"
"rs9352828","81059998","Obesity (body mass index (BMI))","9.97e-4","21935397","6"
"rs9355356","162041758","Obesity (body mass index (BMI))","2.64e-4","21935397","6"
"rs9355435","164103179","Obesity with early age of onset (age >2)","8.17e-4","22484627","6"
"rs9355914","162013511","Obesity (body mass index (BMI))","5.70e-4","21935397","6"
"rs9356744","20685486","Obesity","4.21e-9","22344219","6"
"rs9357696","51334042","Obesity with early age of onset (age >2)","7.08e-4","22484627","6"
"rs9366829","33773199","Extreme obesity (body mass index (BMI))","8.90e-6","19553259","6"
"rs9366999","39202157","Obesity-related traits","7.00e-6","23251661","6"
"rs9367972","17881217","Obesity (body mass index (BMI))","1.85e-4","21935397","6"
"rs9375969","133867802","Obesity (body mass index (BMI))","2.89e-4","21935397","6"
"rs9375977","99637123","Obesity with early age of onset (age >2)","4.04e-4","22484627","6"
"rs9377063","147934947","Obesity-related traits","8.00e-6","23251661","6"
"rs9377547","104077653","Obesity with early age of onset (age >2)","4.78e-4","22484627","6"
"rs9377558","104121701","Obesity with early age of onset (age >2)","3.32e-4","22484627","6"
"rs9377567","104163225","Obesity with early age of onset (age >2)","5.48e-4","22484627","6"
"rs9378357","3294824","Obesity-related traits","1.00e-6","23251661","6"
"rs9380152","11234035","Obesity (body mass index (BMI))","2.39e-4","21935397","6"
"rs9384679","108864419","Obesity with early age of onset (age >2)","8.83e-4","22484627","6"
"rs938572","233841300","Obesity (body mass index (BMI))","2.00e-4","21935397","2"
"rs938573","233841366","Obesity (body mass index (BMI))","1.82e-4","21935397","2"
"rs9388732","130081273","Obesity with early age of onset (age >2)","2.18e-4","22484627","6"
"rs9389906","100407196","Obesity (body mass index (BMI))","3.79e-4","21935397","6"
"rs9390697","101294431","Obesity (body mass index (BMI))","8.64e-4","21935397","6"
"rs9392014","3842449","Obesity with early age of onset (age >2)","8.12e-4","22484627","6"
"rs939207","69167671","Obesity-related traits","3.00e-6","23251661","4"
"rs9392529","3841294","Obesity with early age of onset (age >2)","9.03e-4","22484627","6"
"rs939582","622723","Obesity with early age of onset (age >2)","3.52e-10","22484627","2"
"rs939582","622723","Obesity (body mass index (BMI))","4.13e-4","21935397","2"
"rs939583","622531","Obesity with early age of onset (age >2)","5.12e-12","22484627","2"
"rs939583","622531","Obesity (body mass index (BMI))","4.06e-4","21935397","2"
"rs939584","621558","Obesity with early age of onset (age >2)","2.49e-8","22484627","2"
"rs939584","621558","Obesity (body mass index (BMI))","7.18e-5","21935397","2"
"rs9398171","108983527","Obesity with early age of onset (age >2)","4.83e-4","22484627","6"
"rs9398172","108994826","Obesity with early age of onset (age >2)","7.53e-4","22484627","6"
"rs9399068","99633011","Obesity with early age of onset (age >2)","3.84e-4","22484627","6"
"rs9399482","100734930","Obesity with early age of onset (age >2)","9.51e-4","22484627","6"
"rs9399696","101295873","Obesity (body mass index (BMI))","8.64e-4","21935397","6"
"rs940338","61226761","Obesity with early age of onset (age >2)","6.20e-4","22484627","3"
"rs9403521","143994199","Obesity-related traits","8.00e-6","23251661","6"
"rs9404058","101323078","Obesity (body mass index (BMI))","8.92e-4","21935397","6"
"rs9409123","115507165","Obesity (body mass index (BMI))","2.14e-4","21935397","9"
"rs941853","116199175","Obesity-related traits","6.00e-6","23251661","10"
"rs9419788","96013705","Obesity with early age of onset (age >2)","6.14e-4","22484627","10"
"rs9425447","176127039","Obesity with early age of onset (age >2)","3.32e-4","22484627","1"
"rs942676","96076495","Obesity with early age of onset (age >2)","2.46e-4","22484627","10"
"rs942947","120431807","Obesity with early age of onset (age >2)","5.96e-4","22484627","10"
"rs943005","50865820","Obesity (body mass index (BMI))","2.83e-5","21935397","6"
"rs943005","50865820","Obesity with early age of onset (age >2)","5.14e-5","22484627","6"
"rs9431646","231273550","Obesity (body mass index (BMI))","7.35e-4","21935397","1"
"rs9431933","231273656","Obesity (body mass index (BMI))","9.08e-4","21935397","1"
"rs9431934","231274460","Obesity (body mass index (BMI))","9.06e-4","21935397","1"
"rs943323","94160521","Obesity with early age of onset (age >2)","5.78e-4","22484627","14"
"rs9436182","60185680","Obesity (body mass index (BMI))","5.37e-4","21935397","1"
"rs943763","177836264","Obesity (body mass index (BMI))","4.57e-4","21935397","1"
"rs944512","79565016","Obesity with early age of onset (age >2)","9.83e-5","22484627","13"
"rs9454723","69983102","Obesity (body mass index (BMI))","3.63e-4","21935397","6"
"rs9458254","161863510","Obesity (body mass index (BMI))","9.65e-4","21935397","6"
"rs945826","95984156","Obesity (body mass index (BMI))","9.45e-5","21935397","1"
"rs945827","95981576","Obesity (body mass index (BMI))","9.56e-5","21935397","1"
"rs9458314","162022492","Obesity (body mass index (BMI))","6.28e-4","21935397","6"
"rs9460521","20567541","Obesity-related traits","8.00e-6","23251661","6"
"rs9463130","45809850","Obesity (body mass index (BMI))","2.10e-4","21935397","6"
"rs9463132","45810806","Obesity (body mass index (BMI))","2.11e-4","21935397","6"
"rs9466937","23858932","Obesity with early age of onset (age >2)","7.89e-4","22484627","6"
"rs9466949","23869466","Obesity with early age of onset (age >2)","8.37e-4","22484627","6"
"rs9466955","23872924","Obesity with early age of onset (age >2)","8.85e-4","22484627","6"
"rs9469457","33489882","Obesity-related traits","9.00e-6","23251661","6"
"rs947242","58042849","Obesity with early age of onset (age >2)","4.68e-4","22484627","1"
"rs9472780","46507446","Obesity (body mass index (BMI))","9.61e-4","21935397","6"
"rs9474614","53514946","Obesity-related traits","6.00e-6","23251661","6"
"rs948535","35037003","Obesity (body mass index (BMI))","7.17e-4","21935397","18"
"rs9485417","101300038","Obesity (body mass index (BMI))","7.01e-4","21935397","6"
"rs9485765","103482619","Obesity (body mass index (BMI))","8.55e-4","21935397","6"
"rs9485899","104279864","Obesity with early age of onset (age >2)","5.32e-4","22484627","6"
"rs948760","57781188","Obesity with early age of onset (age >2)","1.86e-7","22484627","18"
"rs948760","57781188","Obesity (body mass index (BMI))","3.92e-4","21935397","18"
"rs9495200","138995462","Obesity (body mass index (BMI))","9.60e-4","21935397","6"
"rs9498409","101299966","Obesity (body mass index (BMI))","8.64e-4","21935397","6"
"rs9498414","101322976","Obesity (body mass index (BMI))","8.90e-4","21935397","6"
"rs9499690","104359987","Obesity with early age of onset (age >2)","1.47e-5","22484627","6"
"rs9501818","2214632","Obesity (body mass index (BMI))","9.21e-4","21935397","6"
"rs9501910","3018774","Obesity with early age of onset (age >2)","4.21e-4","22484627","6"
"rs9503125","2213255","Obesity (body mass index (BMI))","9.29e-4","21935397","6"
"rs9503127","2222733","Obesity (body mass index (BMI))","8.99e-4","21935397","6"
"rs9503146","2346269","Obesity (body mass index (BMI))","8.94e-4","21935397","6"
"rs9510073","22852518","Obesity with early age of onset (age >2)","4.37e-4","22484627","13"
"rs9512645","27930231","Obesity with early age of onset (age >2)","9.79e-4","22484627","13"
"rs9513627","100196952","Obesity-related traits","4.00e-6","23251661","13"
"rs9513675","100493160","Obesity-related traits","5.00e-6","23251661","13"
"rs9515626","90432619","Obesity (body mass index (BMI))","8.52e-4","21935397","13"
"rs9516108","93298613","Obesity with early age of onset (age >2)","6.59e-4","22484627","13"
"rs9516109","93302595","Obesity with early age of onset (age >2)","7.39e-4","22484627","13"
"rs9516142","93571840","Obesity with early age of onset (age >2)","2.07e-4","22484627","13"
"rs9517302","99096034","Obesity-related traits","5.00e-6","23251661","13"
"rs951739","126425661","Obesity with early age of onset (age >2)","3.64e-4","22484627","3"
"rs9520170","88960710","Obesity with early age of onset (age >2)","8.95e-4","22484627","13"
"rs952044","57798110","Obesity with early age of onset (age >2)","1.88e-7","22484627","18"
"rs952044","57798110","Obesity (body mass index (BMI))","3.55e-4","21935397","18"
"rs952125","21098201","Obesity (body mass index (BMI))","4.77e-4","21935397","21"
"rs9523745","93296337","Obesity with early age of onset (age >2)","1.22e-4","22484627","13"
"rs9523746","93296559","Obesity with early age of onset (age >2)","1.79e-4","22484627","13"
"rs9523747","93297201","Obesity with early age of onset (age >2)","2.06e-4","22484627","13"
"rs9523750","93298896","Obesity with early age of onset (age >2)","6.51e-4","22484627","13"
"rs952468","48470132","Obesity (body mass index (BMI))","8.78e-4","21935397","2"
"rs9525397","41425711","Obesity (body mass index (BMI))","4.02e-4","21935397","13"
"rs9525438","41538259","Obesity (body mass index (BMI))","1.53e-4","21935397","13"
"rs9525439","41566781","Obesity (body mass index (BMI))","1.75e-4","21935397","13"
"rs9527095","54093501","Obesity with early age of onset (age >2)","9.09e-4","22484627","13"
"rs9530489","76473079","Obesity with early age of onset (age >2)","2.99e-4","22484627","13"
"rs9530840","79542191","Obesity with early age of onset (age >2)","8.80e-4","22484627","13"
"rs9530843","79563749","Obesity with early age of onset (age >2)","3.01e-4","22484627","13"
"rs9530844","79570300","Obesity with early age of onset (age >2)","9.09e-5","22484627","13"
"rs9530845","79577942","Obesity with early age of onset (age >2)","1.30e-5","22484627","13"
"rs9531786","85983968","Obesity with early age of onset (age >2)","7.21e-4","22484627","13"
"rs9531805","86139944","Obesity with early age of onset (age >2)","8.92e-4","22484627","13"
"rs9531987","37444055","Obesity with early age of onset (age >2)","3.66e-4","22484627","13"
"rs9532670","41501827","Obesity (body mass index (BMI))","9.92e-4","21935397","13"
"rs9532689","41532126","Obesity (body mass index (BMI))","1.47e-4","21935397","13"
"rs9532690","41542790","Obesity (body mass index (BMI))","1.55e-4","21935397","13"
"rs9532691","41543494","Obesity (body mass index (BMI))","1.55e-4","21935397","13"
"rs953442","57797485","Obesity with early age of onset (age >2)","1.25e-7","22484627","18"
"rs953442","57797485","Obesity (body mass index (BMI))","1.18e-5","21935397","18"
"rs9535307","50291842","Obesity-related traits","8.00e-6","23251661","13"
"rs9535553","51572734","Obesity with early age of onset (age >2)","9.33e-4","22484627","13"
"rs953567","74977425","Obesity with early age of onset (age >2)","2.86e-6","22484627","1"
"rs9538228","59416119","Obesity (body mass index (BMI))","7.16e-4","21935397","13"
"rs954108","29368706","Obesity-related traits","1.00e-6","23251661","13"
"rs9542937","72978869","Obesity (body mass index (BMI))","8.86e-4","21935397","13"
"rs9544077","76488277","Obesity with early age of onset (age >2)","3.07e-4","22484627","13"
"rs9544180","35953882","Obesity (body mass index (BMI))","9.75e-4","21935397","13"
"rs9544938","79542170","Obesity with early age of onset (age >2)","6.75e-4","22484627","13"
"rs9544939","79542841","Obesity with early age of onset (age >2)","7.28e-4","22484627","13"
"rs9544942","79546092","Obesity with early age of onset (age >2)","6.40e-4","22484627","13"
"rs9544946","79563430","Obesity with early age of onset (age >2)","3.97e-4","22484627","13"
"rs9544947","79563547","Obesity with early age of onset (age >2)","1.92e-4","22484627","13"
"rs954526","233840063","Obesity (body mass index (BMI))","4.55e-4","21935397","2"
"rs9545740","82075592","Obesity-related traits","7.00e-7","23251661","13"
"rs9547152","85902153","Obesity with early age of onset (age >2)","1.06e-4","22484627","13"
"rs9547202","85978618","Obesity with early age of onset (age >2)","6.71e-4","22484627","13"
"rs9547237","86063894","Obesity with early age of onset (age >2)","7.59e-4","22484627","13"
"rs9547243","86080167","Obesity with early age of onset (age >2)","4.54e-4","22484627","13"
"rs9548050","38363450","Obesity-related traits","9.00e-6","23251661","13"
"rs955214","30445926","Obesity (body mass index (BMI))","4.17e-4","21935397","2"
"rs9553990","27898032","Obesity with early age of onset (age >2)","9.69e-4","22484627","13"
"rs9553992","27904231","Obesity with early age of onset (age >2)","9.71e-4","22484627","13"
"rs9556207","93401592","Obesity with early age of onset (age >2)","7.93e-4","22484627","13"
"rs9556323","94426462","Obesity (body mass index (BMI))","7.93e-4","21935397","13"
"rs955855","25172309","Obesity with early age of onset (age >2)","1.02e-4","22484627","2"
"rs955856","25172233","Obesity with early age of onset (age >2)","9.45e-5","22484627","2"
"rs9558942","107700218","Obesity-related traits","7.00e-6","23251661","13"
"rs955911","169667179","Obesity (body mass index (BMI))","1.96e-4","21935397","4"
"rs9559537","109938855","Obesity (body mass index (BMI))","9.60e-4","21935397","13"
"rs9561137","93403343","Obesity with early age of onset (age >2)","7.23e-4","22484627","13"
"rs9561428","94341096","Obesity (body mass index (BMI))","1.68e-4","21935397","13"
"rs9561432","94376798","Obesity (body mass index (BMI))","1.42e-4","21935397","13"
"rs9561435","94396514","Obesity (body mass index (BMI))","1.39e-4","21935397","13"
"rs9561441","94426306","Obesity (body mass index (BMI))","7.88e-4","21935397","13"
"rs9561465","94558112","Obesity (body mass index (BMI))","8.31e-4","21935397","13"
"rs9562254","41535038","Obesity (extreme)","1.51e-4","21935397","13"
"rs956532","14307912","Obesity with early age of onset (age >2)","6.51e-4","22484627","10"
"rs9566069","85964989","Obesity with early age of onset (age >2)","7.66e-4","22484627","13"
"rs9566497","40773110","Obesity (body mass index (BMI))","3.83e-4","21935397","13"
"rs9566498","40773652","Obesity (body mass index (BMI))","3.83e-4","21935397","13"
"rs9568856","54064981","Obesity with early age of onset (age >2)","9.26e-10","22484627","13"
"rs9568856","54064981","Obesity with early age of onset","1.82e-9","22484627","13"
"rs9568856","54064981","Obesity","2.00e-9","22484627","13"
"rs9568867","54107352","Obesity class","1.71e-9","23563607","13"
"rs9568867","54107352","Obesity","2.00e-9","23563607","13"
"rs9568867","54107352","Obesity with early age of onset (age >2)","1.45e-4","22484627","13"
"rs9568868","54107583","Obesity with early age of onset (age >2)","1.41e-4","22484627","13"
"rs9569733","58316612","Obesity (body mass index (BMI))","3.62e-4","21935397","13"
"rs9569738","58330643","Obesity (body mass index (BMI))","9.91e-4","21935397","13"
"rs9569993","59413679","Obesity (body mass index (BMI))","6.90e-4","21935397","13"
"rs9572720","35473956","Obesity (body mass index (BMI))","7.44e-4","21935397","13"
"rs957512","120405705","Obesity with early age of onset (age >2)","8.76e-4","22484627","9"
"rs9575902","86073007","Obesity with early age of onset (age >2)","5.64e-4","22484627","13"
"rs9577345","113011456","Obesity (body mass index (BMI))","3.52e-4","21935397","13"
"rs9577552","114110012","Obesity with early age of onset (age >2)","9.95e-4","22484627","13"
"rs9577567","114183365","Obesity with early age of onset (age >2)","9.73e-4","22484627","13"
"rs957919","131629716","Obesity with early age of onset (age >2)","8.75e-4","22484627","3"
"rs9581389","26125731","Obesity (body mass index (BMI))","5.80e-4","21935397","13"
"rs958318","34996446","Obesity with early age of onset (age >2)","3.55e-4","22484627","22"
"rs958801","35960926","Obesity (body mass index (BMI))","3.87e-4","21935397","18"
"rs9589649","93589716","Obesity with early age of onset (age >2)","2.84e-4","22484627","13"
"rs959363","84898321","Obesity (body mass index (BMI))","1.27e-4","21935397","1"
"rs9596785","33674249","Obesity with early age of onset (age >2)","9.57e-4","22484627","13"
"rs9598123","60927098","Obesity (body mass index (BMI))","5.12e-4","21935397","13"
"rs9598426","62740247","Obesity (body mass index (BMI))","6.69e-4","21935397","13"
"rs959904","45102629","Obesity (body mass index (BMI))","7.75e-4","21935397","4"
"rs9601157","79579985","Obesity with early age of onset (age >2)","8.18e-5","22484627","13"
"rs9602725","85892151","Obesity with early age of onset (age >2)","9.30e-4","22484627","13"
"rs9603799","113556584","Obesity (body mass index (BMI))","1.49e-4","21935397","13"
"rs9603986","113556357","Obesity (body mass index (BMI))","1.49e-4","21935397","13"
"rs9606527","17387645","Obesity (body mass index (BMI))","6.76e-4","21935397","22"
"rs9607167","35030618","Obesity with early age of onset (age >2)","4.06e-4","22484627","22"
"rs9607168","35034774","Obesity with early age of onset (age >2)","6.67e-4","22484627","22"
"rs9610076","35058857","Obesity with early age of onset (age >2)","2.80e-4","22484627","22"
"rs9610078","35064774","Obesity with early age of onset (age >2)","4.25e-4","22484627","22"
"rs9610097","35118512","Obesity with early age of onset (age >2)","5.36e-4","22484627","22"
"rs961360","136393658","Obesity with early age of onset (age >2)","7.20e-4","22484627","2"
"rs962504","14610439","Obesity with early age of onset (age >2)","8.31e-4","22484627","12"
"rs9631061","25109804","Obesity with early age of onset (age >2)","9.89e-4","22484627","2"
"rs9631062","25110084","Obesity with early age of onset (age >2)","9.89e-4","22484627","2"
"rs963161","50695317","Obesity (body mass index (BMI))","3.21e-4","21935397","7"
"rs9634688","33674386","Obesity with early age of onset (age >2)","9.89e-4","22484627","13"
"rs9635298","101172542","Obesity with early age of onset (age >2)","3.32e-4","22484627","14"
"rs9635332","48676490","Obesity with early age of onset (age >2)","7.34e-5","22484627","15"
"rs963948","25208286","Obesity with early age of onset (age >2)","2.49e-4","22484627","2"
"rs9640","119209979","Obesity (body mass index (BMI))","3.89e-4","21935397","11"
"rs9640345","153946551","Obesity (body mass index (BMI))","1.34e-4","21935397","7"
"rs964092","54527866","Obesity with early age of onset (age >2)","6.71e-4","22484627","2"
"rs9641855","129356206","Obesity-related traits","2.00e-6","23251661","7"
"rs9643701","77090476","Obesity (body mass index (BMI))","8.08e-4","21935397","8"
"rs9644388","5225281","Obesity (body mass index (BMI))","5.13e-4","21935397","8"
"rs964531","113308484","Obesity with early age of onset (age >2)","1.54e-5","22484627","4"
"rs9645427","203587406","Obesity (body mass index (BMI))","9.12e-4","21935397","1"
"rs9645645","15341624","Obesity (body mass index (BMI))","1.74e-4","21935397","11"
"rs9647109","26478990","Obesity with early age of onset (age >2)","7.27e-4","22484627","21"
"rs9647348","156346928","Obesity with early age of onset (age >2)","3.01e-4","22484627","3"
"rs9647960","13256498","Obesity (body mass index (BMI))","2.74e-4","21935397","7"
"rs9648428","36211749","Obesity-related traits","3.00e-6","23251661","7"
"rs965011","113310596","Obesity with early age of onset (age >2)","3.31e-5","22484627","4"
"rs965012","113310635","Obesity with early age of onset (age >2)","2.53e-5","22484627","4"
"rs965013","113310981","Obesity with early age of onset (age >2)","5.37e-5","22484627","4"
"rs9652215","59877041","Obesity (body mass index (BMI))","4.35e-4","21935397","13"
"rs9653384","233902900","Obesity with early age of onset (age >2)","2.17e-4","22484627","2"
"rs9654305","169669891","Obesity (body mass index (BMI))","1.77e-4","21935397","4"
"rs9654686","156606632","Obesity (body mass index (BMI))","4.92e-4","21935397","7"
"rs9654687","156606712","Obesity (body mass index (BMI))","1.92e-4","21935397","7"
"rs9657633","6961871","Obesity (body mass index (BMI))","4.59e-5","21935397","9"
"rs9658239","45934159","Obesity (body mass index (BMI))","5.28e-4","21935397","7"
"rs9668648","14496713","Obesity with early age of onset (age >2)","7.69e-4","22484627","12"
"rs9671808","65041483","Obesity (body mass index (BMI))","3.69e-4","21935397","14"
"rs9672094","32779347","Obesity (body mass index (BMI))","9.50e-4","21935397","14"
"rs9675529","35036213","Obesity (body mass index (BMI))","4.77e-4","21935397","18"
"rs9675979","65631583","Obesity with early age of onset (age >2)","8.30e-4","22484627","18"
"rs9676533","36958431","Obesity with early age of onset (age >2)","7.25e-4","22484627","19"
"rs9678660","124291689","Obesity with early age of onset (age >2)","5.84e-4","22484627","2"
"rs967917","35084055","Obesity with early age of onset (age >2)","8.42e-4","22484627","22"
"rs9680025","2361505","Obesity with early age of onset (age >2)","6.44e-4","22484627","20"
"rs9689807","69611665","Obesity (body mass index (BMI))","2.25e-4","21935397","6"
"rs9690762","93115750","Obesity with early age of onset (age >2)","4.08e-4","22484627","7"
