LSLNC000077	NONHSAG000275	NONHSAT000724	1	rs10462020	Type 2 diabetes
LSLNC004869	NONHSAG048971	NONHSAT123719	7	rs7786043	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC004869	NONHSAG048971	NONHSAT123719	7	rs7786043	Type 2 diabetes, end stage renal disease
LSLNC004870	NONHSAG048971	NONHSAT123720	7	rs7786043	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC004870	NONHSAG048971	NONHSAT123720	7	rs7786043	Type 2 diabetes, end stage renal disease
LSLNC004930	NONHSAG049226	NONHSAT124323	7	rs3823527	Waist hip ratio in Type 2 diabetes
LSLNC005023	NONHSAG049369	NONHSAT124689	8	rs9802017	Type 2 diabetes
LSLNC005030	NONHSAG049421	NONHSAT124777	8	rs2114060	Type 2 diabetes
LSLNC005031	NONHSAG049421	NONHSAT124778	8	rs2114060	Type 2 diabetes
LSLNC005032	NONHSAG049421	NONHSAT124779	8	rs2114060	Type 2 diabetes
LSLNC005036	NONHSAG049428	NONHSAT124797	8	rs5743467	Type 2 diabetes
LSLNC005051	NONHSAG049521	NONHSAT125015	8	rs6601513	Type 2 diabetes, gender differentiated
LSLNC005051	NONHSAG049521	NONHSAT125015	8	rs10094497	Type 2 diabetes, gender differentiated
LSLNC005051	NONHSAG049521	NONHSAT125015	8	rs7826189	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC005054	NONHSAG049541	NONHSAT125054	8	rs10089185	Type 2 diabetes
LSLNC005054	NONHSAG049541	NONHSAT125054	8	rs11989613	Type 2 diabetes
LSLNC005076	NONHSAG049596	NONHSAT125204	8	rs17227506	Height in Type 2 diabetes cases
LSLNC005076	NONHSAG049596	NONHSAT125204	8	rs17227506	Type 2 diabetes
LSLNC005076	NONHSAG049596	NONHSAT125204	8	rs1481590	Height in Type 2 diabetes cases
LSLNC005076	NONHSAG049596	NONHSAT125204	8	rs1982691	Height in Type 2 diabetes cases
LSLNC005091	NONHSAG049656	NONHSAT125333	8	rs916552	Type 2 diabetes
LSLNC005091	NONHSAG049656	NONHSAT125333	8	rs916552	Waist circumference in Type 2 diabetes
LSLNC005112	NONHSAG049777	NONHSAT125599	8	rs13253754	Type 2 diabetes
LSLNC005112	NONHSAG049777	NONHSAT125599	8	rs1492408	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005112	NONHSAG049777	NONHSAT125599	8	rs12549843	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005112	NONHSAG049777	NONHSAT125599	8	rs17052156	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs13253754	Type 2 diabetes
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs1492408	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs12549843	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs17052156	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs11781277	Type 2 diabetes
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs11990537	Type 2 diabetes
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs7844580	Type 2 diabetes
LSLNC005113	NONHSAG049777	NONHSAT125600	8	rs4242415	Type 2 diabetes
LSLNC005135	NONHSAG049859	NONHSAT125765	8	rs17059456	Type 2 diabetes, combined control dataset
LSLNC005159	NONHSAG050080	NONHSAT126247	8	rs515071	Type 2 diabetes
LSLNC005159	NONHSAG050080	NONHSAT126247	8	rs516946	Type 2 diabetes
LSLNC005159	NONHSAG050080	NONHSAT126247	8	rs516946	Type 2 diabetes (males)
LSLNC005160	NONHSAG050080	NONHSAT126248	8	rs515071	Type 2 diabetes
LSLNC005160	NONHSAG050080	NONHSAT126248	8	rs516946	Type 2 diabetes
LSLNC005160	NONHSAG050080	NONHSAT126248	8	rs516946	Type 2 diabetes (males)
LSLNC005161	NONHSAG050080	NONHSAT126249	8	rs515071	Type 2 diabetes
LSLNC005161	NONHSAG050080	NONHSAT126249	8	rs516946	Type 2 diabetes
LSLNC005161	NONHSAG050080	NONHSAT126249	8	rs516946	Type 2 diabetes (males)
LSLNC005166	NONHSAG050179	NONHSAT126486	8	rs2279302	Type 2 diabetes
LSLNC005166	NONHSAG050179	NONHSAT126486	8	rs745487	Type 2 diabetes
LSLNC005166	NONHSAG050179	NONHSAT126486	8	rs17712506	Type 2 diabetes
LSLNC005196	NONHSAG050493	NONHSAT127202	8	rs12543469	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005196	NONHSAG050493	NONHSAT127202	8	rs1481849	Type 2 diabetes
LSLNC005196	NONHSAG050493	NONHSAT127202	8	rs13259803	Type 2 diabetes
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs12543469	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs1481849	Type 2 diabetes
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs13259803	Type 2 diabetes
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs10504528	Type 2 diabetes
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs17741463	Glycemic response to metformin in type 2 diabetes
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs2587578	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005197	NONHSAG050493	NONHSAT127203	8	rs2701445	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005199	NONHSAG050493	NONHSAT127207	8	rs12543469	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005200	NONHSAG050493	NONHSAT127210	8	rs13259803	Type 2 diabetes
LSLNC005212	NONHSAG050620	NONHSAT127451	8	rs2167255	Body mass index (BMI) in Type 2 diabetes
LSLNC005212	NONHSAG050620	NONHSAT127451	8	rs2167255	Type 2 diabetes
LSLNC005212	NONHSAG050620	NONHSAT127451	8	rs16919639	Height in Type 2 diabetes cases
LSLNC005212	NONHSAG050620	NONHSAT127451	8	rs16919639	Type 2 diabetes
LSLNC005219	NONHSAG050683	NONHSAT127572	8	rs6995498	Type 2 diabetes
LSLNC005219	NONHSAG050683	NONHSAT127572	8	rs16917773	Type 2 diabetes
LSLNC005220	NONHSAG050691	NONHSAT127588	8	rs10504845	Type 2 diabetes
LSLNC005220	NONHSAG050691	NONHSAT127588	8	rs7004601	Weight in Type 2 diabetes
LSLNC005220	NONHSAG050691	NONHSAT127588	8	rs7004601	Type 2 diabetes
LSLNC005220	NONHSAG050691	NONHSAT127588	8	rs10504842	Type 2 diabetes
LSLNC005220	NONHSAG050691	NONHSAT127588	8	rs10504842	Weight in Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs10504845	Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs7004601	Weight in Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs7004601	Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs10504842	Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs10504842	Weight in Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs4269585	Weight in Type 2 diabetes
LSLNC005221	NONHSAG050691	NONHSAT127589	8	rs4269585	Type 2 diabetes
LSLNC005223	NONHSAG050691	NONHSAT127595	8	rs4269585	Weight in Type 2 diabetes
LSLNC005223	NONHSAG050691	NONHSAT127595	8	rs4269585	Type 2 diabetes
LSLNC005223	NONHSAG050691	NONHSAT127595	8	rs7833665	Type 2 diabetes
LSLNC005223	NONHSAG050691	NONHSAT127595	8	rs7833665	Weight in Type 2 diabetes
LSLNC005224	NONHSAG050691	NONHSAT127596	8	rs4269585	Weight in Type 2 diabetes
LSLNC005224	NONHSAG050691	NONHSAT127596	8	rs4269585	Type 2 diabetes
LSLNC005224	NONHSAG050691	NONHSAT127596	8	rs7833665	Type 2 diabetes
LSLNC005224	NONHSAG050691	NONHSAT127596	8	rs7833665	Weight in Type 2 diabetes
LSLNC005225	NONHSAG050691	NONHSAT127602	8	rs7833665	Type 2 diabetes
LSLNC005225	NONHSAG050691	NONHSAT127602	8	rs7833665	Weight in Type 2 diabetes
LSLNC005233	NONHSAG050809	NONHSAT127825	8	rs10956944	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005234	NONHSAG050809	NONHSAT127836	8	rs10956944	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005234	NONHSAG050809	NONHSAT127836	8	rs16917799	Type 2 diabetes, combined control dataset
LSLNC005234	NONHSAG050809	NONHSAT127836	8	rs7833855	Type 2 diabetes
LSLNC005245	NONHSAG050965	NONHSAT128117	8	rs2679754	Type 2 diabetes, gender differentiated
LSLNC005265	NONHSAG051185	NONHSAT128561	8	rs4871396	Type 2 diabetes
LSLNC005266	NONHSAG051185	NONHSAT128563	8	rs4871396	Type 2 diabetes
LSLNC005270	NONHSAG051242	NONHSAT129003	8	rs7828662	Waist hip ratio in Type 2 diabetes
LSLNC005270	NONHSAG051242	NONHSAT129003	8	rs7828662	Type 2 diabetes
LSLNC005270	NONHSAG051242	NONHSAT129003	8	rs7845830	Waist hip ratio in Type 2 diabetes
LSLNC005270	NONHSAG051242	NONHSAT129003	8	rs7845830	Type 2 diabetes
LSLNC005272	NONHSAG051242	NONHSAT129005	8	rs7845830	Waist hip ratio in Type 2 diabetes
LSLNC005272	NONHSAG051242	NONHSAT129005	8	rs7845830	Type 2 diabetes
LSLNC005316	NONHSAG050072	NONHSAT126232	8	rs12676632	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005319	NONHSAG050078	NONHSAT126242	8	rs13248554	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC005370	NONHSAG050569	NONHSAT127363	8	rs7016982	Type 2 diabetes
LSLNC005438	NONHSAG051023	NONHSAT128253	8	rs3134125	Type 2 diabetes
LSLNC005438	NONHSAG051023	NONHSAT128253	8	rs3101548	Type 2 diabetes
LSLNC005451	NONHSAG051192	NONHSAT128574	8	rs7006395	Type 2 diabetes
LSLNC005458	NONHSAG051247	NONHSAT129028	8	rs1668875	Type 2 diabetes
LSLNC005459	NONHSAG051247	NONHSAT129029	8	rs1668875	Type 2 diabetes
LSLNC005459	NONHSAG051247	NONHSAT129029	8	rs7819102	Type 2 diabetes
LSLNC005464	NONHSAG049521	NONHSAT147617	8	rs6601513	Type 2 diabetes, gender differentiated
LSLNC005464	NONHSAG049521	NONHSAT147617	8	rs10094497	Type 2 diabetes, gender differentiated
LSLNC005467	NONHSAG050809	NONHSAT147653	8	rs16917799	Type 2 diabetes, combined control dataset
LSLNC005467	NONHSAG050809	NONHSAT147653	8	rs7833855	Type 2 diabetes
LSLNC005467	NONHSAG050809	NONHSAT147653	8	rs1385237	Type 2 diabetes
LSLNC005467	NONHSAG050809	NONHSAT147653	8	rs4735382	Type 2 diabetes
LSLNC005509	NONHSAG051645	NONHSAT129999	9	rs4740693	Type 2 diabetes
LSLNC005509	NONHSAG051645	NONHSAT129999	9	rs11790496	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005510	NONHSAG051645	NONHSAT130000	9	rs4740693	Type 2 diabetes
LSLNC005523	NONHSAG051736	NONHSAT130132	9	rs10739103	Type 2 diabetes, combined control dataset
LSLNC005531	NONHSAG051773	NONHSAT130198	9	rs10491919	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005531	NONHSAG051773	NONHSAT130198	9	rs2296171	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005547	NONHSAG051899	NONHSAT130413	9	rs564398	Type 2 diabetes
LSLNC005547	NONHSAG051899	NONHSAT130413	9	rs564398	Obesity in type 2 diabetes (body mass index (BMI))
LSLNC005547	NONHSAG051899	NONHSAT130413	9	rs564398	Nonobese type 2 diabetes
LSLNC005548	NONHSAG051899	NONHSAT130421	9	rs564398	Type 2 diabetes
LSLNC005548	NONHSAG051899	NONHSAT130421	9	rs564398	Obesity in type 2 diabetes (body mass index (BMI))
LSLNC005548	NONHSAG051899	NONHSAT130421	9	rs564398	Nonobese type 2 diabetes
LSLNC005548	NONHSAG051899	NONHSAT130421	9	rs944801	Type 2 diabetes
LSLNC005549	NONHSAG051899	NONHSAT130427	9	rs564398	Type 2 diabetes
LSLNC005549	NONHSAG051899	NONHSAT130427	9	rs564398	Obesity in type 2 diabetes (body mass index (BMI))
LSLNC005549	NONHSAG051899	NONHSAT130427	9	rs564398	Nonobese type 2 diabetes
LSLNC005549	NONHSAG051899	NONHSAT130427	9	rs944801	Type 2 diabetes
LSLNC005550	NONHSAG051899	NONHSAT130430	9	rs944801	Type 2 diabetes
LSLNC005551	NONHSAG051899	NONHSAT130433	9	rs1333048	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005551	NONHSAG051899	NONHSAT130433	9	rs1333049	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005552	NONHSAG051928	NONHSAT130474	9	rs16907618	Type 2 diabetes
LSLNC005659	NONHSAG052749	NONHSAT132896	9	rs1756985	Type 2 diabetes
LSLNC005660	NONHSAG052749	NONHSAT132897	9	rs1756985	Type 2 diabetes
LSLNC005668	NONHSAG052851	NONHSAT133196	9	rs2148537	Weight in Type 2 diabetes
LSLNC005668	NONHSAG052851	NONHSAT133196	9	rs2148537	Type 2 diabetes
LSLNC005722	NONHSAG053058	NONHSAT133732	9	rs10989523	Type 2 diabetes
LSLNC005723	NONHSAG053058	NONHSAT133733	9	rs10989523	Type 2 diabetes
LSLNC005737	NONHSAG053176	NONHSAT133951	9	rs1327796	Type 2 diabetes
LSLNC005750	NONHSAG053248	NONHSAT134354	9	rs10981835	Type 2 diabetes, combined control dataset
LSLNC005826	NONHSAG053547	NONHSAT134966	9	rs7871140	Type 2 diabetes
LSLNC005827	NONHSAG053547	NONHSAT134967	9	rs7871140	Type 2 diabetes
LSLNC005827	NONHSAG053547	NONHSAT134967	9	rs4836614	Type 2 diabetes
LSLNC005875	NONHSAG053719	NONHSAT135371	9	rs12345376	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005876	NONHSAG053719	NONHSAT135372	9	rs12345376	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC005883	NONHSAG053806	NONHSAT135575	9	rs945384	Type 2 diabetes
LSLNC005908	NONHSAG053761	NONHSAT135446	9	rs12238018	Type 2 diabetes
LSLNC005908	NONHSAG053761	NONHSAT135446	9	rs2590504	Type 2 diabetes
LSLNC005909	NONHSAG053761	NONHSAT135448	9	rs12238018	Type 2 diabetes
LSLNC005909	NONHSAG053761	NONHSAT135448	9	rs2590504	Type 2 diabetes
LSLNC005972	NONHSAG005278	NONHSAT011530	10	rs17153802	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC005974	NONHSAG005279	NONHSAT011533	10	rs10737079	Type 2 diabetes
LSLNC005974	NONHSAG005279	NONHSAT011533	10	rs6602681	Type 2 diabetes
LSLNC006069	NONHSAG005859	NONHSAT013285	10	rs883016	Type 2 diabetes, combined control dataset
LSLNC006087	NONHSAG005985	NONHSAT013546	10	rs1837950	Waist circumference in Type 2 diabetes
LSLNC006087	NONHSAG005985	NONHSAT013546	10	rs1837950	Type 2 diabetes
LSLNC006197	NONHSAG006347	NONHSAT015204	10	rs2758556	Type 2 diabetes
LSLNC006254	NONHSAG006536	NONHSAT015669	10	rs4604791	Type 2 diabetes
LSLNC006272	NONHSAG006588	NONHSAT015766	10	rs7096248	Type 2 diabetes
LSLNC006326	NONHSAG006773	NONHSAT016165	10	rs1712517	Type 2 diabetes
LSLNC006353	NONHSAG006947	NONHSAT016496	10	rs17095303	Type 2 diabetes, gender differentiated
LSLNC006379	NONHSAG007033	NONHSAT016673	10	rs10510082	Type 2 diabetes
LSLNC006379	NONHSAG007033	NONHSAT016673	10	rs1254184	Weight in Type 2 diabetes
LSLNC006379	NONHSAG007033	NONHSAT016673	10	rs1254184	Type 2 diabetes
LSLNC006431	NONHSAG005758	NONHSAT013060	10	rs10751363	Waist circumference in Type 2 diabetes
LSLNC006431	NONHSAG005758	NONHSAT013060	10	rs10751363	Type 2 diabetes
LSLNC006431	NONHSAG005758	NONHSAT013060	10	rs2311846	Waist circumference in Type 2 diabetes
LSLNC006431	NONHSAG005758	NONHSAT013060	10	rs2311846	Type 2 diabetes
LSLNC006432	NONHSAG005758	NONHSAT013061	10	rs10751363	Waist circumference in Type 2 diabetes
LSLNC006432	NONHSAG005758	NONHSAT013061	10	rs10751363	Type 2 diabetes
LSLNC006432	NONHSAG005758	NONHSAT013061	10	rs2311846	Waist circumference in Type 2 diabetes
LSLNC006432	NONHSAG005758	NONHSAT013061	10	rs2311846	Type 2 diabetes
LSLNC006433	NONHSAG005758	NONHSAT013062	10	rs10751363	Waist circumference in Type 2 diabetes
LSLNC006433	NONHSAG005758	NONHSAT013062	10	rs10751363	Type 2 diabetes
LSLNC006433	NONHSAG005758	NONHSAT013062	10	rs2311846	Waist circumference in Type 2 diabetes
LSLNC006433	NONHSAG005758	NONHSAT013062	10	rs2311846	Type 2 diabetes
LSLNC006434	NONHSAG005758	NONHSAT013063	10	rs10751363	Waist circumference in Type 2 diabetes
LSLNC006434	NONHSAG005758	NONHSAT013063	10	rs10751363	Type 2 diabetes
LSLNC006434	NONHSAG005758	NONHSAT013063	10	rs2311846	Waist circumference in Type 2 diabetes
LSLNC006434	NONHSAG005758	NONHSAT013063	10	rs2311846	Type 2 diabetes
LSLNC006538	NONHSAG007856	NONHSAT018406	11	rs16910320	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC006538	NONHSAG007856	NONHSAT018406	11	rs16910321	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC006557	NONHSAG007971	NONHSAT018633	11	rs685428	Type 2 diabetes
LSLNC006560	NONHSAG007984	NONHSAT018660	11	rs4275604	Type 2 diabetes
LSLNC006562	NONHSAG007984	NONHSAT018662	11	rs10742278	Type 2 diabetes, gender differentiated
LSLNC006562	NONHSAG007984	NONHSAT018662	11	rs11031791	Type 2 diabetes
LSLNC006562	NONHSAG007984	NONHSAT018662	11	rs4275604	Type 2 diabetes
LSLNC006564	NONHSAG007984	NONHSAT018664	11	rs10742278	Type 2 diabetes, gender differentiated
LSLNC006564	NONHSAG007984	NONHSAT018664	11	rs4275604	Type 2 diabetes
LSLNC006579	NONHSAG007431	NONHSAT017523	11	rs11827207	Type 2 diabetes
LSLNC006579	NONHSAG007431	NONHSAT017523	11	rs231359	Type 2 diabetes
LSLNC006579	NONHSAG007431	NONHSAT017523	11	rs231361	Type 2 diabetes
LSLNC006579	NONHSAG007431	NONHSAT017523	11	rs231361	Type 2 diabetes (females)
LSLNC006579	NONHSAG007431	NONHSAT017523	11	rs231362	Type 2 diabetes
LSLNC006580	NONHSAG007434	NONHSAT017529	11	rs2005833	Type 2 diabetes
LSLNC006583	NONHSAG007512	NONHSAT017684	11	rs4910822	Type 2 diabetes
LSLNC006583	NONHSAG007512	NONHSAT017684	11	rs10838441	Type 2 diabetes
LSLNC006583	NONHSAG007512	NONHSAT017684	11	rs10838441	Waist hip ratio in Type 2 diabetes
LSLNC006595	NONHSAG007561	NONHSAT017786	11	rs3884596	Type 2 diabetes
LSLNC006595	NONHSAG007561	NONHSAT017786	11	rs4758192	Type 2 diabetes
LSLNC006623	NONHSAG007888	NONHSAT018466	11	rs4532991	Type 2 diabetes
LSLNC006623	NONHSAG007888	NONHSAT018466	11	rs4923429	Type 2 diabetes
LSLNC006624	NONHSAG007888	NONHSAT018476	11	rs4532991	Type 2 diabetes
LSLNC006624	NONHSAG007888	NONHSAT018476	11	rs4923429	Type 2 diabetes
LSLNC006625	NONHSAG007888	NONHSAT018477	11	rs4532991	Type 2 diabetes
LSLNC006625	NONHSAG007888	NONHSAT018477	11	rs4923429	Type 2 diabetes
LSLNC006639	NONHSAG008007	NONHSAT018703	11	rs10836097	Type 2 diabetes
LSLNC006640	NONHSAG008007	NONHSAT018704	11	rs10836097	Type 2 diabetes
LSLNC006682	NONHSAG008220	NONHSAT021205	11	rs6485700	Type 2 diabetes, combined control dataset
LSLNC006683	NONHSAG008220	NONHSAT021206	11	rs6485700	Type 2 diabetes, combined control dataset
LSLNC006689	NONHSAG008236	NONHSAT021236	11	rs11606287	Type 2 diabetes and other traits
LSLNC006690	NONHSAG008236	NONHSAT021237	11	rs11606287	Type 2 diabetes and other traits
LSLNC006691	NONHSAG008236	NONHSAT021238	11	rs11606287	Type 2 diabetes and other traits
LSLNC006706	NONHSAG008385	NONHSAT021489	11	rs10501374	Type 2 diabetes
LSLNC006706	NONHSAG008385	NONHSAT021489	11	rs10501374	Type 2 diabetes early age of onset
LSLNC006708	NONHSAG008385	NONHSAT021496	11	rs10501374	Type 2 diabetes
LSLNC006708	NONHSAG008385	NONHSAT021496	11	rs10501374	Type 2 diabetes early age of onset
LSLNC006730	NONHSAG008507	NONHSAT021738	11	rs11602604	Type 2 diabetes
LSLNC006745	NONHSAG008584	NONHSAT021931	11	rs12575710	Type 2 diabetes
LSLNC006746	NONHSAG008584	NONHSAT021932	11	rs12575710	Type 2 diabetes
LSLNC006747	NONHSAG008584	NONHSAT021933	11	rs12575710	Type 2 diabetes
LSLNC006748	NONHSAG008584	NONHSAT021935	11	rs12575710	Type 2 diabetes
LSLNC006749	NONHSAG008584	NONHSAT021937	11	rs12575710	Type 2 diabetes
LSLNC006816	NONHSAG008914	NONHSAT022644	11	rs674374	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC006822	NONHSAG008926	NONHSAT022662	11	rs579298	Type 2 diabetes
LSLNC006837	NONHSAG009000	NONHSAT022795	11	rs613937	Type 2 diabetes
LSLNC006858	NONHSAG009059	NONHSAT022896	11	rs633568	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC006859	NONHSAG009059	NONHSAT022897	11	rs633568	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC006935	NONHSAG009244	NONHSAT023419	11	rs17145930	Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease
LSLNC006961	NONHSAG009396	NONHSAT023725	11	rs7342170	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC006961	NONHSAG009396	NONHSAT023725	11	rs515115	Type 2 diabetes
LSLNC006962	NONHSAG009396	NONHSAT023726	11	rs7342170	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis
LSLNC006962	NONHSAG009396	NONHSAT023726	11	rs515115	Type 2 diabetes
LSLNC006965	NONHSAG009415	NONHSAT023766	11	rs11021059	Type 2 diabetes
LSLNC006966	NONHSAG009415	NONHSAT023768	11	rs11021059	Type 2 diabetes
LSLNC006979	NONHSAG009481	NONHSAT023894	11	rs470530	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC006979	NONHSAG009481	NONHSAT023894	11	rs499459	Type 2 diabetes, gender differentiated
LSLNC006979	NONHSAG009481	NONHSAT023894	11	rs473238	Type 2 diabetes, gender differentiated
LSLNC006988	NONHSAG009520	NONHSAT023972	11	rs2155340	Type 2 diabetes
LSLNC007011	NONHSAG009659	NONHSAT024271	11	rs375620	Type 2 diabetes
LSLNC007011	NONHSAG009659	NONHSAT024271	11	rs387301	Type 2 diabetes, combined control dataset
LSLNC007018	NONHSAG009706	NONHSAT024360	11	rs640411	Type 2 diabetes
LSLNC007018	NONHSAG009706	NONHSAT024360	11	rs640411	Waist hip ratio in Type 2 diabetes
LSLNC007094	NONHSAG010002	NONHSAT025040	11	rs488054	Type 2 diabetes
LSLNC007102	NONHSAG010047	NONHSAT025123	11	rs12291222	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC007104	NONHSAG010047	NONHSAT025125	11	rs12291222	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC007105	NONHSAG010047	NONHSAT025126	11	rs12291222	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC007125	NONHSAG009481	NONHSAT140036	11	rs470530	Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated
LSLNC007125	NONHSAG009481	NONHSAT140036	11	rs499459	Type 2 diabetes, gender differentiated
LSLNC007125	NONHSAG009481	NONHSAT140036	11	rs473238	Type 2 diabetes, gender differentiated
LSLNC007126	NONHSAG010047	NONHSAT140043	11	rs12291222	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC007139	NONHSAG010146	NONHSAT025357	12	rs4980959	Type 2 diabetes
LSLNC007154	NONHSAG010194	NONHSAT025465	12	rs4765968	Type 2 diabetes, combined control dataset, gender differentiated
LSLNC007173	NONHSAG010228	NONHSAT025931	12	rs10774183	Type 2 diabetes
LSLNC007176	NONHSAG010237	NONHSAT025947	12	rs11063069	Type 2 diabetes
LSLNC007176	NONHSAG010237	NONHSAT025947	12	rs11063069	Type 2 diabetes (males)
LSLNC007177	NONHSAG010238	NONHSAT025948	12	rs11063069	Type 2 diabetes
LSLNC007177	NONHSAG010238	NONHSAT025948	12	rs11063069	Type 2 diabetes (males)
LSLNC007225	NONHSAG010525	NONHSAT026983	12	rs11054927	Type 2 diabetes
LSLNC007225	NONHSAG010525	NONHSAT026983	12	rs11054931	Type 2 diabetes
LSLNC007227	NONHSAG010530	NONHSAT026989	12	rs10845606	Type 2 diabetes
LSLNC007252	NONHSAG010621	NONHSAT027184	12	rs7485517	Type 2 diabetes
LSLNC007266	NONHSAG010704	NONHSAT027341	12	rs7960092	Type 2 diabetes
LSLNC007266	NONHSAG010704	NONHSAT027341	12	rs7960092	Weight in Type 2 diabetes
LSLNC007281	NONHSAG010728	NONHSAT027407	12	rs17399103	Type 2 diabetes
LSLNC007281	NONHSAG010728	NONHSAT027407	12	rs17399103	Weight in Type 2 diabetes
LSLNC007281	NONHSAG010728	NONHSAT027407	12	rs4964010	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs1025090	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs11182898	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs11182904	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs11611509	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs12322087	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs10880758	Type 2 diabetes
LSLNC007323	NONHSAG010958	NONHSAT027821	12	rs11610233	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs1025090	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs11182898	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs11182904	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs11611509	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs12322087	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs10880758	Type 2 diabetes
LSLNC007324	NONHSAG010958	NONHSAT027822	12	rs11610233	Type 2 diabetes
LSLNC007339	NONHSAG011015	NONHSAT027933	12	rs11834770	Type 2 diabetes
LSLNC007340	NONHSAG011015	NONHSAT027934	12	rs11834770	Type 2 diabetes
LSLNC007347	NONHSAG011047	NONHSAT028004	12	rs11168599	Type 2 diabetes
