SNPID,Position,Disease/Trait name,P value,PMID,Chr
rs6885758,117926616,Type 2 diabetes,0.00018,17463246,5
rs6885959,31472087,Diabetic retinopathy in Type 2 diabetes mellitus,0.000767,23562823,5
rs688622,134564405,"Type 2 diabetes, gender differentiated",0.000458,17554300,5
rs6886510,53303127,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",2.8199999999999998e-05,17554300,5
rs6886617,3124651,Diabetic retinopathy in Type 2 diabetes mellitus,0.00043200000000000004,23562823,5
rs6887080,158708065,Type 2 diabetes,0.000941,17463246,5
rs6887241,175261076,Type 2 diabetes,0.00042300000000000004,17463246,5
rs6888172,106478316,Height in Type 2 diabetes cases,0.000535,17463246,5
rs6888172,106478316,Type 2 diabetes,0.000535,17463246,5
rs6888854,75892749,Type 2 diabetes,0.000276,17463246,5
rs688976,136136770,Type 2 diabetes,0.000298,22158537,9
rs6889931,172856883,Diabetic retinopathy in Type 2 diabetes mellitus,0.000859,23562823,5
rs6890394,170617859,"Type 2 diabetes, combined control dataset, gender differentiated",0.000117,17554300,5
rs689100,122239261,Type 2 diabetes,0.0009880000000000002,17463246,11
rs6891560,74796757,Type 2 diabetes,0.000297,17463246,5
rs6892045,107081424,Type 2 diabetes,0.0005,22961080,5
rs6892553,56810138,Type 2 diabetes,0.000608,17463246,5
rs689298,53954579,Type 2 diabetes,0.000848,17463246,6
rs689298,53954579,Height in Type 2 diabetes cases,0.000848,17463246,6
rs6893077,38619513,Type 2 diabetes,0.000618,17463246,5
rs6893807,87965021,Type 2 diabetes,0.0008529999999999999,17463246,5
rs6893807,87965021,Type 2 diabetes,0.0008529999999999999,17463246,5
rs6893851,158212621,Type 2 diabetes,0.000788,17463246,5
rs6894433,142153351,Type 2 diabetes,1.4000000000000001e-05,17463248,5
rs689553,77735664,Type 2 diabetes,0.000312,22158537,2
rs6895801,35763916,Type 2 diabetes,0.000442,17463246,5
rs6896670,164512911,Type 2 diabetes,0.000735,17463246,5
rs6896716,75374223,Type 2 diabetes,7.64e-05,17554300,5
rs6897073,59039723,Type 2 diabetes early age of onset,0.00098,17846125,5
rs6897073,59039723,Type 2 diabetes,0.00098,17846125,5
rs6897150,165900798,Type 2 diabetes,0.0003,17846126,5
rs6897334,109044558,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",2.8999999999999997e-05,17554300,5
rs6898156,171262268,"Type 2 diabetes, combined control dataset",0.000206,17554300,5
rs6898158,1686233,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,6.9e-05,21150874,5
rs6898163,103529711,Type 2 diabetes,0.000344,17554300,5
rs6898372,113144727,Type 2 diabetes,0.00032,22158537,5
rs6898585,93896128,Type 2 diabetes,0.00042699999999999997,17463246,5
rs6898675,142151659,Type 2 diabetes,1.4000000000000001e-05,17463248,5
rs6898730,171922102,Type 2 diabetes,0.000479,17463246,5
rs689894,16357082,Diabetic retinopathy in Type 2 diabetes mellitus,0.00015,23562823,3
rs6899051,43829619,"Type 2 diabetes, combined control dataset, gender differentiated",0.000479,17554300,5
rs6899458,152052043,Type 2 diabetes,0.0008619999999999999,17463246,6
rs690,58834741,Type 2 diabetes,0.000184,17463246,15
rs690,58834741,Weight in Type 2 diabetes,0.000184,17463246,15
rs690,58834741,Body mass index (BMI) in Type 2 diabetes,0.000332,17463246,15
rs690,58834741,Waist circumference in Type 2 diabetes,0.000824,17463246,15
rs6900253,55265720,Type 2 diabetes,0.0008150000000000001,22158537,6
rs6900274,18500606,Type 2 diabetes,0.00011599999999999999,17463246,6
rs6901631,152567047,Diabetic retinopathy in Type 2 diabetes mellitus,0.000263,23562823,6
rs690267,16377434,Diabetic retinopathy in Type 2 diabetes mellitus,0.000212,23562823,3
rs6902731,75217944,Type 2 diabetes,0.000296,17463246,6
rs6902813,166766142,Type 2 diabetes,0.000252,17463246,6
rs6902892,109627601,Type 2 diabetes,0.000672,17463246,6
rs6903018,103938853,Type 2 diabetes,0.000837,22158537,6
rs6903116,22947194,"Type 2 diabetes, combined control dataset",0.000304,17554300,6
rs6903535,28417222,Waist hip ratio in Type 2 diabetes,0.000742,17463246,6
rs6903535,28417222,Type 2 diabetes,0.000743,17463246,6
rs6903695,109631422,Type 2 diabetes,0.0006490000000000001,17463246,6
rs690378,74081272,Type 2 diabetes,0.000167,17846124,18
rs6904271,109716206,Type 2 diabetes,0.000153,23300278,6
rs6904582,39303755,Type 2 diabetes,0.000813,22158537,6
rs6904608,32327727,Type 2 diabetes,0.000207,17463246,6
rs6904608,32327727,Type 2 diabetes,0.000207,17463246,6
rs6904636,32327781,Type 2 diabetes,0.00036,17463246,6
rs6904636,32327781,Type 2 diabetes,0.00036,17463246,6
rs690474,93351272,Type 2 diabetes,0.00037200000000000004,17463246,9
rs6904744,160264661,Type 2 diabetes,0.00065,17463246,6
rs6904888,45889375,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000959,17554300,6
rs690555,16376664,Diabetic retinopathy in Type 2 diabetes mellitus,0.00022200000000000003,23562823,3
rs6905874,136011324,Type 2 diabetes,0.00065,17463246,6
rs6905993,17083107,Type 2 diabetes,0.0006900000000000001,22158537,6
rs6906007,137296300,Type 2 diabetes,0.00022999999999999998,17463246,6
rs6906007,137296300,Weight in Type 2 diabetes,0.00022999999999999998,17463246,6
rs6906327,20659459,Type 2 diabetes,4.07e-05,22456796,6
rs6906409,51953524,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000842,17554300,6
rs6906823,156088458,Type 2 diabetes,0.000123,17463246,6
rs6906846,31245736,Type 2 diabetes,0.00020299999999999997,17463246,6
rs6907152,20271926,"Type 2 diabetes, combined control dataset",0.000558,17554300,6
rs6907248,52573274,Type 2 diabetes,0.00022799999999999999,17463246,6
rs6907248,52573274,Type 2 diabetes,0.00022799999999999999,17463246,6
rs6907613,138548271,Type 2 diabetes,0.000475,17463246,6
rs6907770,137496802,Type 2 diabetes,0.000571,17463246,6
rs6907770,137496802,Type 2 diabetes,0.000571,17463246,6
rs690836,83826766,Type 2 diabetes,0.000807,17463246,16
rs6909803,134111198,Type 2 diabetes,0.00028399999999999996,17463246,6
rs691,25364795,Type 2 diabetes,0.000982,17463246,15
rs6910503,40407980,Type 2 diabetes,0.0009609999999999999,17554300,6
rs6910841,5520850,Type 2 diabetes,0.000283,17463246,6
rs6911992,1092761,Type 2 diabetes,0.000405,17463246,6
rs6912013,41061593,"Type 2 diabetes, combined control dataset",0.000297,17554300,6
rs6912111,100617164,Diabetic retinopathy in Type 2 diabetes mellitus,9.92e-05,23562823,6
rs6912493,157402041,Type 2 diabetes,0.000784,17463246,6
rs6913046,166138045,Type 2 diabetes,0.000122,17463246,6
rs6913163,91567851,Waist circumference in Type 2 diabetes,0.000539,17463246,6
rs6913163,91567851,Type 2 diabetes,0.000539,17463246,6
rs6913163,91567851,Waist hip ratio in Type 2 diabetes,0.000585,17463246,6
rs6913694,140217584,Type 2 diabetes,0.000801,17463246,6
rs6914153,36258667,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000705,17554300,6
rs6914208,11491480,Type 2 diabetes,0.00054,17463246,6
rs6914829,111273796,Type 2 diabetes,0.00072,17463246,6
rs6915910,55259617,Type 2 diabetes,0.000592,22158537,6
rs6916952,122224659,Type 2 diabetes,0.000795,17463246,6
rs6918108,11328806,Type 2 diabetes,0.0002,17463246,6
rs6918659,168382157,Diabetes Mellitus,1.66e-05,pha003060,6
rs6919048,85879372,"Type 2 diabetes, combined control dataset",0.000145,17554300,6
rs6919521,5780867,Type 2 diabetes,0.000605,17463246,6
rs6919615,168061056,Type 2 diabetes,0.000153,17463246,6
rs6920045,20846026,Type 2 diabetes,0.000399,22158537,6
rs6920701,160358781,Type 2 diabetes,0.00048600000000000005,17463246,6
rs6921228,152587752,Diabetic retinopathy in Type 2 diabetes mellitus,0.000759,23562823,6
rs6921458,58558689,Type 2 diabetes,4.48e-05,22158537,6
rs6921458,58558689,Type 2 diabetes,8.379999999999999e-05,22158537,6
rs6921605,53619575,Height in Type 2 diabetes cases,0.000475,17463246,6
rs6922233,166137201,Type 2 diabetes,0.000234,17463246,6
rs6922436,166137319,Type 2 diabetes,0.00020099999999999998,17463246,6
rs6922610,145689046,Type 2 diabetes,2.11e-05,22158537,6
rs6922610,145689046,Type 2 diabetes,0.000426,22158537,6
rs6922692,41336319,Type 2 diabetes,0.000242,17463246,6
rs6922692,41336319,Type 2 diabetes,0.000242,17463246,6
rs6923951,35117363,Type 2 diabetes,0.00028900000000000003,17463246,6
rs6923993,36427276,Type 2 diabetes,0.000642,17463246,6
rs6924409,33491057,"Type 2 diabetes, combined control dataset",0.000417,17554300,6
rs6925502,161444152,Type 2 diabetes,0.00065,17463246,6
rs6926213,7994513,Type 2 diabetes,0.000866,17463246,6
rs6926332,128486139,Type 2 diabetes,0.000174,19734900,6
rs6926643,106926143,Type 2 diabetes,0.000196,17463246,6
rs6926937,164556919,Type 2 diabetes,0.000918,17463246,6
rs6927888,169290551,Type 2 diabetes,0.000839,17463246,6
rs6928012,20728513,Type 2 diabetes,9.67e-05,22961080,6
rs6928472,50712508,Type 2 diabetes,0.00021600000000000002,23945395,6
rs6928769,35174858,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000212,17554300,6
rs6929224,37746848,Type 2 diabetes,0.00018899999999999999,22158537,6
rs6929370,145353578,Type 2 diabetes,0.0009480000000000001,17846124,6
rs6929938,133834529,"Type 2 diabetes, combined control dataset",0.0004969999999999999,17554300,6
rs6930576,148704954,Type 2 diabetes,1.87e-05,22238593,6
rs6930576,148704954,Type 2 diabetes with or without end stage renal disease,2.1e-05,22238593,6
rs6930576,148704954,Type 2 diabetes with or without end stage renal disease (males),0.00045999999999999996,22238593,6
rs6930576,148704954,End-stage renal disease (non-type 2 diabetes mellitus),0.00047999999999999996,21150874,6
rs6931760,33813971,Type 2 diabetes,0.0009310000000000001,17463246,6
rs6933157,53586515,Type 2 diabetes,0.00015,22158537,6
rs6933301,53586549,Type 2 diabetes,0.000668,22158537,6
rs6933549,100625579,Diabetic retinopathy in Type 2 diabetes mellitus,0.000524,23562823,6
rs6933902,5730686,"Type 2 diabetes, combined control dataset",0.00021400000000000002,17554300,6
rs6934412,85063254,Type 2 diabetes,0.000303,17463246,6
rs6935542,166897732,Diabetes Mellitus,2.1e-05,pha003060,6
rs6935608,51687277,Type 2 diabetes,0.000665,17463246,6
rs6935663,137719667,Type 2 diabetes,0.000651,17463246,6
rs6936085,76401210,Type 2 diabetes,0.000537,17463246,6
rs6936516,12657518,Type 2 diabetes,0.000352,17463246,6
rs6936516,12657518,Type 2 diabetes,0.000352,17463246,6
rs6937225,102642021,Type 2 diabetes,0.000196,17463246,6
rs6937225,102642021,Body mass index (BMI) in Type 2 diabetes,0.000196,17463246,6
rs6937258,93393323,Type 2 diabetes,0.00079,17463246,6
rs693737,93724924,Type 2 diabetes,0.000529,22158537,1
rs6937888,152587934,Diabetic retinopathy in Type 2 diabetes mellitus,0.0007599999999999999,23562823,6
rs6938512,85355872,Type 2 diabetes,0.00022799999999999999,17846125,6
rs6938512,85355872,Type 2 diabetes early age of onset,0.00022799999999999999,17846125,6
rs6938678,55259524,Type 2 diabetes,0.000317,22158537,6
rs6939342,145695363,Type 2 diabetes,2.6700000000000002e-05,22158537,6
rs6940851,152571040,Diabetic retinopathy in Type 2 diabetes mellitus,5.47e-05,23562823,6
rs6941508,20846603,Type 2 diabetes,0.00054,22158537,6
rs6941697,131113224,Diabetic retinopathy in Type 2 diabetes mellitus,0.000989,23562823,6
rs6942730,122888627,Type 2 diabetes,0.00057,17848626,7
rs6943061,28072700,Type 2 diabetes,0.000819,17463246,7
rs6943725,48339730,Type 2 diabetes,0.000781,17463246,7
rs6944682,25881427,"Type 2 diabetes, combined control dataset",0.000877,17554300,7
rs6946516,67099220,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000411,17554300,7
rs6947394,109425415,Type 2 diabetes,0.000602,22158537,7
rs6947609,106400106,Type 2 diabetes,0.0008460000000000001,17463246,7
rs6947773,26023090,Type 2 diabetes,0.000437,17554300,7
rs6947952,67242149,Type 2 diabetes,0.000926,17463246,7
rs6948855,115525876,Type 2 diabetes,0.0008410000000000001,17463246,7
rs6949802,157028880,Type 2 diabetes,0.000795,22158537,7
rs6950264,126772602,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000225,17554300,7
rs6950638,69105283,Type 2 diabetes,0.00074,22158537,7
rs695127,131795139,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000312,17554300,11
rs695166,67604628,Type 2 diabetes,0.000285,17463246,5
rs6951770,69108421,Type 2 diabetes,0.0008539999999999999,22158537,7
rs6951956,1934131,"Type 2 diabetes, gender differentiated",0.000663,17554300,7
rs695271,34002731,"Type 2 diabetes, combined control dataset, gender differentiated",0.000789,17554300,22
rs6953035,56318206,Diabetic retinopathy in Type 2 diabetes mellitus,0.000993,23562823,7
rs6953483,78890691,"Type 2 diabetes, combined control dataset, gender differentiated",0.0004980000000000001,17554300,7
rs6953540,138499661,Type 2 diabetes,0.0009539999999999999,17463246,7
rs6953771,78885581,"Type 2 diabetes, combined control dataset, gender differentiated",0.000587,17554300,7
rs6954880,25286439,Diabetic retinopathy in Type 2 diabetes mellitus,0.000677,23562823,7
rs6954929,152608306,Type 2 diabetes,0.00026000000000000003,17463246,7
rs6955644,157713244,Type 2 diabetes,0.0007740000000000001,17463246,7
rs695670,26278468,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.00093,17554300,22
rs6956931,107521188,Type 2 diabetes,0.0005780000000000001,22158537,7
rs6956931,107521188,Type 2 diabetes,0.000791,22158537,7
rs6957113,79147585,"Type 2 diabetes, combined control dataset",0.000196,17554300,7
rs6957727,114638977,Diabetic retinopathy in Type 2 diabetes mellitus,0.00044800000000000005,23562823,7
rs6958450,69279870,Type 2 diabetes,0.000269,22158537,7
rs6959501,18915133,Waist hip ratio in Type 2 diabetes,0.000923,17463246,7
rs6960043,15052860,Type 2 diabetes,2.0399999999999998e-05,22456796,7
rs6960676,157030917,Type 2 diabetes,0.0009449999999999999,22158537,7
rs6960876,139112176,"Type 2 diabetes, combined control dataset, gender differentiated",0.0007019999999999999,17554300,7
rs6962291,139671117,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,2.33e-05,21150874,7
rs6962292,148312520,Type 2 diabetes,0.000659,17463246,7
rs6962498,15050305,Type 2 diabetes,2.0300000000000002e-05,22456796,7
rs6963221,133440786,"Type 2 diabetes, gender differentiated",0.000314,17554300,7
rs6963635,83593805,"Type 2 diabetes, end stage renal disease",7e-05,22238593,7
rs6963635,83593805,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000277,21150874,7
rs6963635,83593805,Type 2 diabetes,0.0008900000000000001,22238593,7
rs6963735,122800683,Type 2 diabetes,1.8e-05,17463248,7
rs6964272,122780027,Type 2 diabetes,1.7e-05,17463248,7
rs6964512,26026149,Type 2 diabetes,0.000285,17554300,7
rs696479,123672096,"Type 2 diabetes, combined control dataset",0.000726,17554300,5
rs6964885,22608971,Height in Type 2 diabetes cases,0.0009720000000000001,17463246,7
rs6964885,22608971,Type 2 diabetes,0.0009720000000000001,17463246,7
rs6965295,38622699,Body mass index (BMI) in Type 2 diabetes,0.000309,17463246,7
rs6965295,38622699,Type 2 diabetes,0.000309,17463246,7
rs6965513,119658991,"Type 2 diabetes, combined control dataset",4.16e-05,17554300,7
rs6965990,83721292,"Type 2 diabetes, combined control dataset",0.0005639999999999999,17554300,7
rs6966098,70135361,Type 2 diabetes,0.000884,17463246,7
rs6966433,34204683,Waist hip ratio in Type 2 diabetes,2.68e-05,17463246,7
rs696666,75146093,Waist hip ratio in Type 2 diabetes,0.00041500000000000006,17463246,1
rs696666,75146093,Type 2 diabetes,0.00041500000000000006,17463246,1
rs696667,75149512,Waist hip ratio in Type 2 diabetes,0.000307,17463246,1
rs696667,75149512,Type 2 diabetes,0.000307,17463246,1
rs696668,75149922,Waist hip ratio in Type 2 diabetes,0.000307,17463246,1
rs696668,75149922,Type 2 diabetes,0.000307,17463246,1
rs696676,75479163,Type 2 diabetes,0.0009689999999999999,17463246,1
rs6967504,47160484,Type 2 diabetes,0.000772,17463246,7
rs696770,39918453,Type 2 diabetes,0.000475,17463246,5
rs6969008,35533806,Waist hip ratio in Type 2 diabetes,0.000676,17463246,7
rs6969008,35533806,Type 2 diabetes,0.000676,17463246,7
rs6969187,56347670,Diabetic retinopathy in Type 2 diabetes mellitus,0.000304,23562823,7
rs6969244,157004012,Type 2 diabetes,0.000218,22158537,7
rs6969711,3473582,Type 2 diabetes,0.000983,17463246,7
rs6970004,56318094,Diabetic retinopathy in Type 2 diabetes mellitus,0.000942,23562823,7
rs6970230,40790382,Type 2 diabetes,0.00025,23209189,7
rs6970613,92571059,Diabetic retinopathy in Type 2 diabetes mellitus,0.000877,23562823,7
rs6971248,148376567,"Type 2 diabetes, gender differentiated",2.8300000000000003e-05,17554300,7
rs6971403,45103771,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.00025299999999999997,21150874,7
rs6971437,31168453,Type 2 diabetes,0.000184,22158537,7
rs6971564,29835020,"Type 2 diabetes, combined control dataset",0.000173,17554300,7
rs6972636,34206156,Waist hip ratio in Type 2 diabetes,6.55e-05,17463246,7
rs6972902,33815290,Type 2 diabetes,0.000394,17463246,7
rs6973016,91195587,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000852,21150874,7
rs6973063,18697589,Type 2 diabetes,0.000462,17463246,7
rs6973063,18697589,Type 2 diabetes,0.000462,17463246,7
rs6973278,866469,Type 2 diabetes,0.000605,17463246,7
rs6973278,866469,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.0006900000000000001,17554300,7
rs6973480,17978129,Type 2 diabetes,0.000221,17463246,7
rs6974325,6738483,Type 2 diabetes,0.0007639999999999999,17463246,7
rs6974876,64790768,Type 2 diabetes,0.00039,17463246,7
rs6975939,56318673,Diabetic retinopathy in Type 2 diabetes mellitus,0.00082,23562823,7
rs6976282,102025660,Type 2 diabetes,6.8e-05,19401414,7
rs6976381,15048814,Type 2 diabetes,3.5e-05,22456796,7
rs697663,211943622,Type 2 diabetes,0.000386,17846124,2
rs6976879,128327374,Type 2 diabetes,0.0008789999999999999,17463246,7
rs6977126,128327283,Type 2 diabetes,0.000443,17463246,7
rs6977472,69088613,Type 2 diabetes,0.000551,22158537,7
rs6977472,69088613,Type 2 diabetes,0.000968,22158537,7
rs6977682,8269678,Type 2 diabetes,0.000843,17463246,7
rs6977682,8269678,Height in Type 2 diabetes cases,0.000843,17463246,7
rs6977863,20284577,Diabetic retinopathy in Type 2 diabetes mellitus,0.000251,23562823,7
rs6978494,120407585,Type 2 diabetes,0.0008089999999999999,23300278,7
rs6978995,130938612,Type 2 diabetes,0.000482,17463246,7
rs6978995,130938612,Body mass index (BMI) in Type 2 diabetes,0.000482,17463246,7
rs6979264,130938585,Body mass index (BMI) in Type 2 diabetes,0.000546,17463246,7
rs6979264,130938585,Type 2 diabetes,0.000546,17463246,7
rs6979288,80453106,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.00020899999999999998,17554300,7
rs6979321,25286145,Diabetic retinopathy in Type 2 diabetes mellitus,0.0005690000000000001,23562823,7
rs697957,107707753,Type 2 diabetes,0.00059,17848626,3
rs6979890,18693393,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,3.74e-05,21150874,7
rs6979890,18693393,Type 2 diabetes,0.000617,17463246,7
rs6979890,18693393,Type 2 diabetes,0.000617,17463246,7
rs6979890,18693393,"Type 2 diabetes, end stage renal disease",0.0009119999999999999,22238593,7
rs6980478,65720734,Type 2 diabetes,0.00082,17463246,8
rs698103,186993633,Type 2 diabetes,0.00044,21874001,3
rs6981064,2289893,Type 2 diabetes,0.0008179999999999999,17554300,8
rs6981526,19591202,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000655,17554300,8
rs6982140,30999428,Type 2 diabetes,0.00073,17463246,8
rs6982898,61704083,Type 2 diabetes,0.000892,17463246,8
rs6983074,81120044,"Type 2 diabetes, combined control dataset, gender differentiated",0.0006450000000000001,17554300,8
rs6983230,66541636,Type 2 diabetes,9.740000000000001e-05,22961080,8
rs6983230,66541636,Type 2 diabetes (females),0.000785,22961080,8
rs6983230,66541636,Type 2 diabetes family history,0.0009519999999999999,22961080,8
rs6983374,109534628,Type 2 diabetes,0.0006389999999999999,17463246,8
rs6983374,109534628,Type 2 diabetes,0.0006389999999999999,17463246,8
rs6983758,103512785,"Type 2 diabetes, combined control dataset",0.00032599999999999996,17554300,8
rs6983835,1071853,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000386,17554300,8
rs6985318,332993,Type 2 diabetes,0.000442,22158537,8
rs6985330,94442973,Type 2 diabetes,0.000866,17463246,8
rs6985330,94442973,Body mass index (BMI) in Type 2 diabetes,0.000866,17463246,8
rs6985673,38884176,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",4.8100000000000004e-05,17554300,8
rs6985879,70474192,Type 2 diabetes,0.00065,22158537,8
rs6985931,26565093,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.0005769999999999999,21150874,8
rs6986107,90571281,Type 2 diabetes,0.00031299999999999996,22158537,8
rs6986945,80675277,"Type 2 diabetes, combined control dataset",9.66e-05,17554300,8
rs6987558,8862521,"Type 2 diabetes, combined control dataset, gender differentiated",0.00014,17554300,8
rs6988292,2609760,Type 2 diabetes,0.00075,17463246,8
rs6988292,2609760,Waist hip ratio in Type 2 diabetes,0.00075,17463246,8
rs6988786,109556576,Type 2 diabetes,0.000515,17463246,8
rs6988786,109556576,Type 2 diabetes,0.000515,17463246,8
rs6989092,94989038,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.000263,17554300,8
rs698940,95146564,Diabetic retinopathy in Type 2 diabetes mellitus,0.000739,23562823,1
rs6990427,131780227,Type 2 diabetes,0.000399,17463246,8
rs6991415,4634442,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.0007379999999999999,17554300,8
rs6991824,132399833,Type 2 diabetes,0.00020800000000000001,17554300,8
rs6992039,10674183,Type 2 diabetes,1.4599999999999999e-05,22456796,8
rs6992600,72720198,Type 2 diabetes,0.0009369999999999999,17463246,8
rs6993252,70472193,Type 2 diabetes,0.000495,22158537,8
rs6994019,89268543,Type 2 diabetes,0.000379,17846125,8
rs6994019,89268543,Type 2 diabetes early age of onset,0.000379,17846125,8
rs6994058,15788481,Type 2 diabetes,0.000779,22158537,8
rs6994324,129832156,Type 2 diabetes,0.000653,17554300,8
rs6995211,72344191,Type 2 diabetes,0.00047599999999999997,17463246,8
rs6995270,134513219,Type 2 diabetes,0.000793,17463246,8
rs6995498,87785997,Type 2 diabetes,0.000597,17463246,8
rs6996185,117418925,Type 2 diabetes,0.000576,17463246,8
rs6996302,94377919,Type 2 diabetes,0.000933,17463246,8
rs6996302,94377919,Waist circumference in Type 2 diabetes,0.000933,17463246,8
rs6996881,37407920,Type 2 diabetes,0.00043499999999999995,17463246,8
rs6997203,117507487,Type 2 diabetes,0.00035499999999999996,17463246,8
rs6997554,131945428,Waist hip ratio in Type 2 diabetes,0.00011499999999999999,17463246,8
rs6997554,131945428,Type 2 diabetes,0.00011499999999999999,17463246,8
rs6997637,117068939,Type 2 diabetes,0.000925,17463246,8
rs6997905,6062071,Height in Type 2 diabetes cases,0.000589,17463246,8
rs6998137,52536828,Type 2 diabetes,0.000479,17463246,8
rs6998301,129435018,Type 2 diabetes,0.000413,20818381,8
rs6998357,38668319,Type 2 diabetes,0.0008320000000000001,17463246,8
rs6998463,60357069,Type 2 diabetes,7.7e-05,22158537,8
rs6998687,6904195,Type 2 diabetes,0.000625,17463246,8
rs6998971,84025585,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis",0.00043799999999999997,17554300,8
rs6999191,21520714,Diabetic nephropathy in type 2 diabetes mellitus - end stage renal disease,0.000878,21150874,8
rs6999288,129811911,Type 2 diabetes,0.000165,17463246,8
rs6999325,126909415,Waist hip ratio in Type 2 diabetes,0.00079,17463246,8
rs6999325,126909415,Type 2 diabetes,0.000791,17463246,8
rs6999561,112461244,Type 2 diabetes,0.0006349999999999999,17463246,8
rs7000098,65192690,Type 2 diabetes,0.000563,17463246,8
rs7000231,83958928,Type 2 diabetes,0.000551,17463246,8
rs7000382,53102751,Type 2 diabetes,0.000373,17463246,8
rs7000766,61657833,Type 2 diabetes,0.000543,17463246,8
rs7001189,20851968,Type 2 diabetes,0.0009130000000000001,17463246,8
rs7001278,131517830,Type 2 diabetes,0.000866,17463246,8
rs7001325,123974288,Type 2 diabetes,4.92e-05,22456796,8
rs7003746,29552383,Type 2 diabetes,0.000669,17463246,8
rs7004288,133029287,Type 2 diabetes,0.000146,17463246,8
rs7004601,89371594,Weight in Type 2 diabetes,0.000814,17463246,8
rs7004601,89371594,Type 2 diabetes,0.000814,17463246,8
rs7004748,98848366,Type 2 diabetes,0.0007610000000000001,17463246,8
rs7005188,119556362,"Type 2 diabetes, gender differentiated",0.000241,17554300,8
rs7005531,10682217,Type 2 diabetes,0.000595,17463246,8
rs7006045,94442727,Body mass index (BMI) in Type 2 diabetes,0.0009019999999999999,17463246,8
rs7006259,21297645,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.000698,17554300,8
rs7006395,125081858,Type 2 diabetes,0.00023799999999999998,17463246,8
rs7007095,109526717,Type 2 diabetes,0.0005110000000000001,17463246,8
rs7007095,109526717,Type 2 diabetes,0.0005110000000000001,17463246,8
rs7007147,32378493,"Type 2 diabetes, combined control dataset",0.000426,17554300,8
rs7007264,63561778,Type 2 diabetes,0.000695,17846124,8
rs7007320,120888900,Type 2 diabetes,9.1e-05,22456796,8
rs7007500,15440586,Type 2 diabetes,0.00047000000000000004,17554300,8
rs7010298,91208807,Type 2 diabetes,0.00064,17463246,8
rs7010362,23218101,Type 2 diabetes,0.000681,17463246,8
rs7010672,68778176,Type 2 diabetes,7.670000000000001e-05,17846124,8
rs7011219,129424984,Type 2 diabetes,9.75e-05,22456796,8
rs7011237,61243357,Type 2 diabetes,0.000277,17463246,8
rs7011815,118293451,Type 2 diabetes,0.00085,17463246,8
rs7012117,129948108,"Type 2 diabetes, combined control dataset",0.000883,17554300,8
rs7012335,25209144,Type 2 diabetes,1.24e-05,21799836,8
rs7013304,103120655,Type 2 diabetes,0.000394,17463246,8
rs7013873,30386291,Type 2 diabetes,0.000616,17463246,8
rs7013873,30386291,Weight in Type 2 diabetes,0.0008060000000000001,17463246,8
rs7015861,124795613,Type 2 diabetes,0.000687,17463246,8
rs7016385,10779472,"Type 2 diabetes, Hypertension, Coronary artery disease (CAD), combined case analysis, gender differentiated",0.00020800000000000001,17554300,8
rs7016568,134604864,Type 2 diabetes,0.00016999999999999999,17463246,8
rs7016982,79372723,Type 2 diabetes,0.0009630000000000001,17463246,8
rs7016982,79372723,Type 2 diabetes,0.0009630000000000001,17463246,8
rs7017417,27345305,Type 2 diabetes and other traits,8.02e-05,19734900,8
rs7017907,37408130,Type 2 diabetes,0.000172,17463246,8
rs701814,98975719,"Type 2 diabetes, combined control dataset, gender differentiated",0.000606,17554300,10
rs701831,32549395,Type 2 diabetes,1.92e-05,17463246,6
